order_line_id,prescription_code
OL_6fe480a730eac849,642506570
OL_6b41d82724c020de,650203656
OL_488e392a5585579a,642201350
OL_c0b9b4db1804d9b8,693902080
OL_36f066cc9ffaed87,2CHOK8
OL_582271ce0a365daf,AA254080
OL_c65b2272da4e18fa,AAA
OL_b69ab3cbd3c6449d,642201340
OL_33a2bd13cab78bfb,628900330
OL_4ae0c51e7f7c0463,670608800
OL_e1516bb789deb719,647303430
OL_cfef994114c6e194,647303840
OL_b888170026323e8a,645301200
OL_1ee5e37dcb096a95,628900930
OL_3468b69a88872364,628901650
OL_d20d66d5f0a49bd4,653801460
OL_ca0abd0d4e2499c2,668902580
OL_c2f954b356f3ee05,2CHOK20
OL_4b35df564cafcca2,AA254090
OL_e375982b5a55118b,AA254
OL_effaefef244969d4,IC001
OL_9b06e5476a5d8e58,641600390
OL_46c5925ffdd6005c,628900110
OL_5deeff5f50dc4398,646001150
OL_cebc7fd7e1e9b95f,646800780
OL_c92633f18c42fb51,662504840
OL_55d4d79c70afaf77,670600480
OL_56a1450075a4d49d,693900170
OL_8495ef809518e9c8,693902550
OL_89efae005b73f1b8,AA254090
OL_c6f1a542a5ad55af,644902890
OL_5c91341cb01a7ec5,643704561
OL_575595c1a546bdda,646001150
OL_2ce68561352d43fa,653603051
OL_994c4b1ead8ea647,653603191
OL_ef0089f1d709fd44,653700240
OL_afd41b91956cfabb,670600480
OL_b2c45c2b2300ee7d,647303430
OL_7bd9fd4dd9efe12a,647302700
OL_5702d3398fa13f2f,644801160
